gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;No;No;No;52;No;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);639;333495;No
Male;No;No;No;32;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);6485;201095;No
Female;No;Yes;Yes;72;No;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);638;46843;No
Male;No;No;No;51;No;No;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);4445;218155;No
Male;No;Yes;Yes;68;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);1995;130325;No
Male;Yes;Yes;No;8;No;No;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;4335;3714;No
Male;No;Yes;No;49;No;No;DSL;No;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);4965;24099;No
Female;No;Yes;No;72;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;851;61554;No
Male;No;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;955;8291;Yes
Female;No;Yes;No;28;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;9235;26029;Yes
Male;No;No;No;54;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;898;4667;No
Male;No;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7455;82475;Yes
Female;No;Yes;Yes;50;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;10305;51535;No
Female;No;Yes;No;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;116;818285;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;699;699;No
Male;No;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Two year;No;Bank transfer (automatic);951;66834;No
Male;No;No;Yes;40;No;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;4025;156405;No
Male;No;Yes;Yes;31;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;2575;7556;No
Female;Yes;No;Yes;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10535;346505;No
Male;Yes;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1136;62927;No
Male;No;Yes;Yes;68;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);24;16643;No
Female;No;Yes;Yes;12;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);194;1981;No
Male;No;Yes;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);861;60459;No
Male;No;No;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;10265;410815;No
Female;No;Yes;Yes;64;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;9285;598075;No
Male;No;Yes;No;53;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;One year;No;Bank transfer (automatic);9775;50432;No
Male;Yes;No;No;12;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;838;102975;Yes
Male;Yes;No;No;53;No;No;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;5445;285455;Yes
Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);9795;711425;No
Male;No;No;No;46;Yes;No;No;No;No;No;No;No;No;Two year;No;Electronic check;1995;90705;No
Male;No;No;No;40;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;246;97395;No
Male;No;No;No;12;No;No;DSL;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);5095;60575;No
Male;No;No;No;9;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;756;66155;No
Female;No;Yes;Yes;51;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;8075;41169;No
Male;No;Yes;Yes;49;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);904;449465;No
Male;Yes;Yes;No;41;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;998;42593;Yes
Female;No;No;No;56;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);6025;328275;No
Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;202;557;No
Male;No;Yes;No;20;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Mailed check;6415;127445;No
Female;No;Yes;Yes;26;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);2025;49395;No
Female;No;Yes;Yes;20;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10585;223965;Yes
Female;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;7545;48075;Yes
Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9385;6356;Yes
Male;No;No;No;51;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99;503815;No
Female;No;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;803;3242;No
Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);1955;1955;No
Male;No;Yes;Yes;27;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;No;Electronic check;10075;279355;No
Male;No;No;No;22;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;10075;2095;Yes
Male;No;No;No;12;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;5375;64865;No
Female;No;Yes;Yes;3;No;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;31;9505;Yes
Female;No;Yes;Yes;34;Yes;Yes;No;No;No;No;No;No;No;One year;Yes;Credit card (automatic);256;91715;No
Male;No;Yes;No;24;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;Yes;Electronic check;5835;13469;No
Male;No;No;No;51;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);80;424235;Yes
Female;Yes;No;No;14;No;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4635;6727;No
Male;No;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;11375;656125;No
Male;No;No;No;3;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;904;26845;No
Female;No;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Electronic check;1093;733755;No
Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7025;3319;Yes
Female;No;Yes;Yes;59;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);903;519405;No
Male;No;Yes;Yes;72;No;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);6525;447885;No
Female;No;Yes;Yes;62;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10015;62833;Yes
Male;No;No;No;28;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);945;26594;Yes
Male;No;No;No;3;Yes;No;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;6065;1969;No
Male;No;No;Yes;19;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);241;4392;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;195;195;No
Male;No;No;No;24;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;8595;210715;No
Male;Yes;No;No;57;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;Yes;Electronic check;535;30358;No
Female;No;No;No;72;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2545;186645;No
Male;No;No;No;67;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);205;143095;No
Male;No;Yes;Yes;52;Yes;No;No;No;No;No;No;No;No;One year;Yes;Credit card (automatic);2085;10716;No
Male;No;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);899;645715;No
Female;No;Yes;No;26;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;26;68405;No
Female;No;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;1132;391405;No
Female;No;Yes;Yes;55;Yes;No;Fiber optic;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);6905;38426;No
Female;No;Yes;Yes;33;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;201;67035;No
Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;10965;788025;No
Male;No;No;Yes;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;192;192;No
Male;No;No;No;10;No;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;339;29845;Yes
Female;Yes;Yes;No;37;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;90;337175;No
Male;No;No;No;12;No;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;34;44245;No
Male;No;Yes;Yes;1;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;204;204;No
Male;No;Yes;No;62;No;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);386;234555;No
Female;No;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);2525;2525;No
Female;No;No;No;18;Yes;Yes;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;606;115635;No
Male;Yes;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8995;614315;Yes
Male;No;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7475;1448;No
Male;No;Yes;Yes;19;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;206;41495;No
Male;No;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8445;105955;Yes
Male;No;No;No;9;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;204;1818;No
Male;No;No;No;27;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;817;221255;No
Male;No;No;Yes;27;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;795;218055;Yes
Male;No;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;8915;8915;Yes
Female;Yes;No;No;24;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;203;45995;No
Male;Yes;No;No;14;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;103675;Yes
Female;Yes;No;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;744;227695;Yes
Female;No;No;No;11;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;20;21195;No
Male;No;No;No;1;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;25;25;No
Male;Yes;No;Yes;38;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;8045;316265;No
Female;No;Yes;Yes;9;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1975;21065;No
Male;No;Yes;Yes;54;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);6565;35667;No
Female;No;No;No;29;Yes;Yes;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);71;20801;No
Male;Yes;Yes;No;44;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;892;40402;No
Male;No;Yes;Yes;59;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;8675;5186;No
Female;No;No;No;3;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;553;19615;Yes
Female;No;Yes;Yes;18;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;615;108745;No
Male;Yes;No;No;67;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);251;167215;No
Female;No;Yes;Yes;22;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;5515;120605;Yes
Male;No;No;Yes;33;No;No;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);3405;111395;No
Male;No;No;No;5;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1995;10705;No
Female;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1995;3815;No
Male;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);897;63393;No
Male;No;No;Yes;9;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;204;1841;No
Male;No;Yes;Yes;67;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;263;16889;No
Female;No;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8495;137825;Yes
Female;No;No;No;8;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;207;1376;No
Male;No;No;No;5;No;No;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;4325;219;Yes
Male;No;Yes;Yes;23;Yes;Yes;DSL;No;No;No;No;No;No;One year;Yes;Credit card (automatic);4835;106715;Yes
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;7955;7955;Yes
Female;Yes;Yes;No;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7105;344485;Yes
Male;No;No;No;17;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);1945;36905;No
Female;No;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);1108;75536;No
Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;845;845;Yes
Female;Yes;Yes;No;25;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;693;18131;No
Male;No;No;No;67;No;No;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);4935;332135;No
Male;No;No;No;32;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);2035;7075;No
Female;Yes;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;1056;711215;No
Male;Yes;Yes;No;72;No;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);6445;46411;No
Male;No;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1086;76909;Yes
Male;No;No;Yes;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;499;499;No
Male;No;No;No;46;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);303;13801;Yes
Female;Yes;No;No;2;No;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;304;7865;Yes
Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;454;454;Yes
Female;No;Yes;No;48;Yes;No;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;6565;309465;No
Female;No;Yes;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1033;651835;No
Female;No;Yes;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);8415;258595;Yes
Female;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4445;827;No
Female;No;No;No;3;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;1975;5885;Yes
Female;No;No;No;5;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);854;4259;Yes
Female;No;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);899;63427;No
Male;No;Yes;No;37;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;5505;203075;No
Male;No;Yes;Yes;65;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1041;670005;No
Female;No;No;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1066;72447;No
Male;No;No;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);752;36783;Yes
Male;No;Yes;Yes;50;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);705;348665;No
Male;No;Yes;Yes;25;Yes;No;No;No;No;No;No;No;No;One year;No;Electronic check;196;41115;No
Female;No;No;Yes;17;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;Yes;Mailed check;5585;9375;Yes
Female;No;Yes;Yes;64;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;2405;155915;No
Male;No;Yes;No;25;No;No;DSL;No;No;Yes;No;Yes;No;One year;Yes;Credit card (automatic);381;9704;No
Male;Yes;No;No;23;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1064;24835;Yes
Male;Yes;Yes;No;24;No;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;3425;8282;No
Female;No;No;No;37;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10005;381055;No
Female;No;No;No;21;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6865;14932;No
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;458;458;No
Female;No;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7575;7773;No
Male;No;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;844;55635;Yes
Male;No;Yes;No;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);964;491105;No
Female;No;No;No;10;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2055;18735;No
Female;No;No;No;6;No;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);5095;3076;No
Male;No;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;905;431835;No
Female;No;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Electronic check;794;482055;No
Female;No;No;No;52;No;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);5875;303855;No
Female;No;Yes;Yes;35;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5945;21369;No
Male;No;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1057;747215;No
Female;No;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;5625;3891;Yes
Male;No;Yes;No;45;Yes;No;DSL;Yes;No;Yes;No;No;No;Two year;No;Credit card (automatic);533;229625;No
Female;Yes;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8555;18745;Yes
Female;No;No;No;4;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);6865;26125;Yes
Male;No;No;No;2;No;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;243;3845;No
Male;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;7785;2992;Yes
Male;No;No;No;51;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);599;30436;No
Male;No;Yes;Yes;60;Yes;Yes;No;No;No;No;No;No;No;One year;No;Credit card (automatic);2395;15064;No
Male;No;No;No;9;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;2015;1637;No
Male;No;No;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10535;32325;Yes
Male;No;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9565;1640;No
Female;No;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8705;7621;Yes
Male;No;Yes;Yes;46;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81;384635;No
Female;No;No;No;68;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8245;56466;No
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;535;535;Yes
Female;No;Yes;No;4;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);205;7905;No
Female;No;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;251;251;Yes
Male;No;No;Yes;28;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);544;15166;No
Female;No;No;No;39;Yes;No;DSL;No;Yes;No;No;Yes;No;One year;Yes;Credit card (automatic);586;22245;No
Male;No;No;No;11;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;848;88875;No
Female;No;Yes;No;71;No;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);614;431035;No
Male;No;No;Yes;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;204;429;No
Male;Yes;Yes;No;30;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;7965;236515;Yes
Female;No;No;No;17;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;2015;35365;No
Female;No;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);9445;50731;No
Female;No;No;No;58;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);798;452685;No
Female;No;No;No;5;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;542;30825;Yes
Female;Yes;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;1945;1945;Yes
Male;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7405;67845;No
Male;No;No;No;26;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);4915;12373;No
Female;No;No;No;50;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);194;102395;No
Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11365;818275;No
Female;No;No;Yes;43;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);106;45323;No
Male;No;No;No;56;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);2595;144405;No
Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;191;191;No
Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;1034;737265;Yes
Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);10055;73251;No
Male;No;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;954;34742;No
Male;No;No;No;5;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);7515;39265;No
Female;No;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8445;10586;Yes
Female;Yes;No;No;44;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);8915;399075;No
Female;Yes;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;1079;747585;No
Male;No;No;No;44;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);195;8355;No
Female;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8595;26286;Yes
Female;No;Yes;No;69;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);2495;171835;No
Female;Yes;No;No;16;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;594;10239;Yes
Male;Yes;Yes;Yes;68;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);195;119355;No
Male;No;No;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);6995;12055;No
Male;No;Yes;Yes;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8285;577645;No
Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;19;789;No
Female;No;Yes;Yes;26;No;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);3885;102515;No
Female;No;No;No;29;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;306;85635;Yes
